Title,Image URL,Synopsis,Genres,Released Year,Status,Other Names,Total Episodes
Soredemo Machi wa Mawatteiru,https://gogocdn.net/images/anime/S/soredemo-machi-wa-mawatteiru.jpg,Plot Summary: ,"comedy, slice-of-life",2010,Completed,"And Yet The Town Moves, それでも町は廻っている",12
Soredemo Sekai wa Utsukushii,https://gogocdn.net/images/spring/Soredemo Sekai wa Utsukushii.jpg,Plot Summary: ,"adventure, fantasy, romance, shoujo",2014,Completed,"The World is Still Beautiful, それでも世界は美しい",12
Soreyuke! Uchuu Senkan Yamamoto Yohko (Dub),https://gogocdn.net/cover/soreyuke-uchuu-senkan-yamamoto-yohko-dub.png,Plot Summary: ,"action, comedy, sci-fi",1996,Completed,"Starship Girl Yamamoto Yohko, それゆけ！宇宙戦艦ヤマモト・ヨーコ",3
Soreyuke! Uchuu Senkan Yamamoto Yohko II (Dub),https://gogocdn.net/cover/soreyuke-uchuu-senkan-yamamoto-yohko-ii-dub.png,Plot Summary: ,"action, adventure, sci-fi",1997,Completed,"Starship Girl Yamamoto Yohko II, それゆけ!宇宙戦艦ヤマモト・ヨーコⅡ",3
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),https://gogocdn.net/cover/soreyuke-uchuu-senkan-yamamoto-youko-1999.png,Plot Summary: ,"action, adventure, sci-fi",1999,Completed,"Starship Girl Yamamoto Yohko (TV), それゆけ!宇宙戦艦　ヤマモト・ヨーコ",26
Sorrowless Bell,https://gogocdn.net/cover/sorrowless-bell.png,Plot Summary: ,"drama, romance",2019,Completed,,20
SOS TV Walpurgis Night Fever,https://gogocdn.net/cover/sos-tv-walpurgis-night-fever.png,Plot Summary: ,"comedy, sci-fi",2010,Completed,"SOS TV Warupurgis Night Fever, ワルプルギスナイトフィーバー",11
Sotsugyou M: Ore-tachi no Carnival,https://gogocdn.net/cover/sotsugyou-m-ore-tachi-no-carnival.png,Plot Summary: ,"drama, school",1999,Completed,"Male Graduation, Graduation M, Graduation M: Our Carnival, Sotsugyou M: Ore-tachi no Carnival, 卒業M ～オレ達のカーニバル～",2
Sotsugyou: Graduation,https://gogocdn.net/cover/sotsugyou-graduation.png,Plot Summary: ,"drama, school",1995,Completed,"Graduation, 卒業~Graduation~",2
Sou Xuan Lu Zhi Chen Ling Ji,https://gogocdn.net/cover/sou-xuan-lu-zhi-chen-ling-ji.png,Plot Summary: ,"action, demons, fantasy",2021,Completed,"The Gerent Saga, 搜玄录之宸灵纪",6
Soujuu Senshi Psychic Wars,https://gogocdn.net/cover/soujuu-senshi-psychic-wars.png,Plot Summary: ,"action, demons, seinen, super-power",1991,Completed,"Psychic Wars, 捜獣戦士サイキック・ウォーズ",1
Soujuu Senshi Psychic Wars (Dub),https://gogocdn.net/cover/soujuu-senshi-psychic-wars-dub.png,Plot Summary: ,"action, demons, seinen, super-power",1991,Completed,"Psychic Wars, 捜獣戦士サイキック・ウォーズ",1
Soukihei MD Geist (Dub),https://gogocdn.net/cover/soukihei-md-geist-dub.png,Plot Summary: ,"action, dub, mecha, military, sci-fi",1986,Completed,"Most Dangerous Geist, M.D. Geist, 装鬼兵ＭＤガイスト",1
Soukihei MD Geist 2: Death Force (Dub),https://gogocdn.net/cover/soukihei-md-geist-2-death-force-dub.png,Plot Summary: ,"action, dub, mecha, military, sci-fi",1996,Completed,"M.D. Geist 2, MD Geist 2, Most Dangerous Geist II: Death Force, 装鬼兵MDガイスト ~デスフォース~",1
Soukou Kihei Votoms,https://gogocdn.net/cover/soukou-kihei-votoms.png,Plot Summary: ,"action, drama, mecha, military, sci-fi, space",1983,Completed,"Armored Trooper Votoms, Soko Kihei Votoms, 装甲騎兵ボトムズ",52
Soukou Kihei Votoms: Genei-hen,https://gogocdn.net/cover/soukou-kihei-votoms-genei-hen.png,Plot Summary: ,"action, mecha, military, sci-fi",2010,Completed,"Armored Trooper Votoms: Phantom Arc, 装甲騎兵ボトムズ 幻影篇",6
Soukou Kihei Votoms: Kakuyaku taru Itan,https://gogocdn.net/cover/soukou-kihei-votoms-kakuyaku-taru-itan.png,Plot Summary: ,"drama, mecha, military, sci-fi",1994,Completed,"Armored Trooper Votoms: The Defrost, Armored Trooper Votoms: The Heretic Saint, The Brilliant Heretic, Armored Trooper Votoms: Shining Heresy, 装甲騎兵ボトムズ 赫奕たる異端",5
Soukou Kihei Votoms: Koei Futatabi,https://gogocdn.net/cover/soukou-kihei-votoms-koei-futatabi.png,Plot Summary: ,"action, drama, mecha, military, sci-fi",2011,Completed,"Armored Trooper Votoms: Alone Again, 装甲騎兵ボトムズ 孤影再び",1
Soukou Kihei Votoms: Pailsen Files,https://gogocdn.net/cover/soukou-kihei-votoms-pailsen-files.png,Plot Summary: ,"mecha, military, sci-fi, space",2007,Completed,"Armored Trooper Votoms: Pailsen Files, 装甲騎兵ボトムズ ペールゼン・ファイルズ",12
Soukou Musume Senki,https://gogocdn.net/cover/soukou-musume-senki.png,Plot Summary: ,"action, fantasy, military",2021,Completed,装甲娘戦機,12
Soukou Musume Senki (Dub),https://gogocdn.net/cover/soukou-musume-senki-dub.png,Plot Summary: ,"action, fantasy, military",2021,Completed,"LBX Girls, 装甲娘戦機",12
Soukou no Strain,https://gogocdn.net/cover/soukou-no-strain.png,Plot Summary: ,"drama, ecchi, mecha, military, sci-fi, space",2006,Completed,"Strain: Strategic Armored Infantry, 奏光のストレイン",13
Soukou no Strain (Dub),https://gogocdn.net/cover/soukou-no-strain-dub.png,Plot Summary: ,"drama, ecchi, mecha, military, sci-fi, space",2006,Completed,"Strain: Strategic Armored Infantry, 奏光のストレイン",13
Soukyuu no Fafner: Behind the Line,https://gogocdn.net/cover/soukyuu-no-fafner-behind-the-line-1718163126.png,Plot Summary: ,"action, mecha, military, sci-fi",2023,Completed,Soukyuu no Fafner: Dead Aggressor - Behind the Line;  蒼穹のファフナー BEHIND THE LINE,1
Soukyuu no Fafner: Dead Aggressor,https://gogocdn.net/cover/soukyuu-no-fafner-dead-aggressor.png,Plot Summary: ,"action, drama, military, police, sci-fi",2004,Completed,"Fafner of the Blue Sky, Fafner in the Azure: Dead Aggressor, 蒼穹のファフナーDead Aggressor",26
Soukyuu no Fafner: Dead Aggressor - Exodus,https://gogocdn.net/images/upload/164163.jpg,Plot Summary: ,"drama, mecha, sci-fi",2015,Completed,蒼穹のファフナー Dead Aggressor EXODUS,13
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,https://gogocdn.net/images/upload/76197.jpg,Plot Summary: ,"drama, mecha, sci-fi",2015,Completed,蒼穹のファフナー Dead Aggressor EXODUS,13
Soukyuu no Fafner: Dead Aggressor - Right of Left,https://gogocdn.net/cover/soukyuu-no-fafner-dead-aggressor-right-of-left.png,Plot Summary: ,"action, drama, mecha, military, sci-fi",2005,Completed,蒼穹のファフナー Dead Aggressor RIGHT OF LEFT,1
Soukyuu no Fafner: Dead Aggressor - The Beyond,https://gogocdn.net/cover/soukyuu-no-fafner-dead-aggressor-the-beyond.png,Plot Summary: ,"action, drama, mecha, military, sci-fi",2019,Completed,蒼穹のファフナー Dead Aggressor THE BEYOND,3
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,https://gogocdn.net/cover/soukyuu-no-fafner-dead-aggressor-the-beyond-part-2.png,Plot Summary: ,"action, drama, mecha, military, sci-fi",2019,Completed,蒼穹のファフナー Dead Aggressor THE BEYOND,3
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,https://gogocdn.net/cover/soukyuu-no-fafner-dead-aggressor-the-beyond-part-3.png,Plot Summary: ,"action, drama, mecha, military, sci-fi",2020,Completed,蒼穹のファフナー Dead Aggressor THE BEYOND,3
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,https://gogocdn.net/cover/soukyuu-no-fafner-dead-aggressor-the-beyond-part-4.png,Plot Summary: ,"action, drama, mecha, military, sci-fi",2021,Completed,蒼穹のファフナー Dead Aggressor THE BEYOND,3
Soul Buster,https://gogocdn.net/cover/soul-buster.png,Plot Summary: ,"action, samurai",2016,Completed,"Shi Ling Yanwu, 侍霊演武[ソウルバスター]",12
Soul Eater,https://gogocdn.net/cover/soul-eater-.png,Plot Summary: ,"action, adventure, comedy, fantasy, shounen, supernatural",2008,Completed,ソウルイーター,51
Soul Eater (Dub),https://gogocdn.net/cover/soul-eater-dub.png,Plot Summary: ,"action, adventure, comedy, fantasy, shounen, supernatural",2008,Completed,ソウルイーター,51
Soul Eater Not!,https://gogocdn.net/images/spring/Soul Eater Not.jpg,Plot Summary: ,"action, comedy, ecchi, shounen, supernatural",2014,Completed,ソウルイーターノット！,12
Soul Eater NOT! (Dub),https://gogocdn.net/cover/soul-eater-not-dub.png,Plot Summary: ,"action, comedy, ecchi, shounen, supernatural",2014,Completed,ソウルイーターノット！,12
Soul Hunter,https://gogocdn.net/images/anime/S/soul-hunter.jpg,Plot Summary: ,"adventure, fantasy, historical, magic, shounen, supernatural",1999,Completed,"Senkaiden Houshin Engi, 仙界伝 封神演義",26
Soul Hunter (Dub),https://gogocdn.net/cover/soul-hunter-dub.png,Plot Summary: ,"adventure, fantasy, historical, magic, shounen, supernatural",1999,Completed,"Senkaiden Houshin Engi, 仙界伝 封神演義",26
Soul Link,https://gogocdn.net/images/anime/S/soul-link.jpg,Plot Summary: ,"action, adventure, comedy, military, romance, sci-fi, space",2006,Completed,,12
SoulTaker (Dub),https://gogocdn.net/cover/soultaker-dub.png,Plot Summary: ,"demons, horror, shounen, supernatural",2001,Completed,"The SoulTaker: Tamashii-gari, The SoulTaker～魂狩～",13
SoulWorker,https://gogocdn.net/cover/soulworker.png,Plot Summary: ,"action, fantasy, sci-fi",2016,Completed,Soul Worker: Your Destiny Awaits,5
Sounan Desu ka?,https://gogocdn.net/cover/sounan-desu-ka.png,Plot Summary: ,"adventure, comedy, seinen",2019,Completed,"Are You Lost?, ソウナンですか?",12
Souryo to Majiwaru Shikiyoku no Yoru ni...,https://gogocdn.net/cover/souryo-to-majiwaru-shikiyoku-no-yoru-ni.png,Plot Summary: ,"drama, josei, romance",2017,Completed,僧侶と交わる色欲の夜に...,12
Souryuuden,https://gogocdn.net/cover/souryuuden.png,Plot Summary: ,"drama, mystery, super-power, supernatural",1991,Completed,"Legend of the Dragon Kings, Sohryuuden: Legend of the Four Kings, Sohryuden, 創竜伝",12
Sousei Kishi Gaiarth,https://gogocdn.net/cover/sousei-kishi-gaiarth.png,Plot Summary: ,"action, adventure, fantasy, mecha, sci-fi",1992,Completed,創世機士ガイアース,3
Sousei Kishi Gaiarth (Dub),https://gogocdn.net/cover/sousei-kishi-gaiarth-dub.png,Plot Summary: ,"action, adventure, fantasy, mecha, sci-fi",1992,Completed,"Genesis Survivor Gaiarth, 創世機士ガイアース",3
Sousei no Aquarion,https://gogocdn.net/images/anime/S/sousei-no-aquarion.jpg,Plot Summary: ,"action, mecha, romance, sci-fi, super-power, supernatural",2005,Completed,創聖のアクエリオン,26
Sousei no Aquarion Evol,https://gogocdn.net/images/upload/aquarion_evol_poster.jpg,Plot Summary: ,"mecha, sci-fi",2015,Completed,"創勢のアクエリオンEVOL 
                           Sousei no Aquarion Love 
                           Genesis of Aquarion EVOL",1
Sousei no Aquarion Evol (Dub),https://gogocdn.net/cover/sousei-no-aquarion-evol-dub.png,Plot Summary: ,"mecha, romance, sci-fi",2015,Completed,"Sousei no Aquarion Love, Genesis of Aquarion EVOL, 創勢のアクエリオンEVOL",1
Sousei no Aquarion OVA,https://gogocdn.net/images/anime/S/sousei-no-aquarion.jpg,Plot Summary: ,"action, mecha, romance, sci-fi, super-power, supernatural",2007,Completed,創勢のアクエリオンEVOL,2
Sousei no Onmyouji,https://gogocdn.net/cover/sousei-no-onmyouji.jpg,Plot Summary: ,"action, fantasy, shounen, supernatural",2016,Completed,"Twin Star Exorcists, 双星の陰陽師",50
Sousei no Onmyouji (Dub),https://gogocdn.net/cover/sousei-no-onmyouji-dub.png,Plot Summary: ,"action, fantasy, romance, shounen, supernatural",2016,Completed,"Twin Star Exorcists,  双星の陰陽師",50
Soushin Shoujo Matoi,https://gogocdn.net/cover/soushin-shoujo-matoi.png,Plot Summary: ,"magic, supernatural",2016,Completed,"Matoi the Sacred Slayer, 装神少女まとい",12
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,https://gogocdn.net/cover/soushin-shoujo-matoi-kabushiki-gaisha-knight-busters.png,Plot Summary: ,supernatural,2017,Completed,"Matoi the Sacred Slayer: Nights Busters Inc., 株式会社ナイツ・バスターズ",1
Sousou no Frieren,https://gogocdn.net/cover/sousou-no-frieren-1696000134.png,Plot Summary: ,"adventure, drama, fantasy",2023,Completed,葬送のフリーレン; Frieren: Beyond Journey's End,28
Sousou no Frieren (Dub),https://gogocdn.net/cover/sousou-no-frieren-dub.png,Plot Summary: ,"adventure, drama, fantasy",2023,Completed,葬送のフリーレン; Frieren: Beyond Journey's End,28
Sousou no Frieren: ●● no Mahou,https://gogocdn.net/cover/sousou-no-frieren-no-mahou.png,Plot Summary: ,"comedy, fantasy",2023,Completed,,12
Soutai Sekai,https://gogocdn.net/cover/soutai-sekai.png,Plot Summary: ,"action, supernatural",2017,Completed,ソウタイセカイ,2
Souten Kouro,https://gogocdn.net/images/anime/S/souten-kouro.jpg,Plot Summary: ,"action, adventure, historical",2009,Completed,"Beyond the Heavens, 蒼天航路",26
Souten no Ken,https://gogocdn.net/images/anime/S/souten-no-ken.jpg,Plot Summary: ,"action, historical, martial-arts",2007,Completed,"Fist of the Blue Sky, 蒼天の拳",22
Souten no Ken Re:Genesis,https://gogocdn.net/cover/souten-no-ken-regenesis.png,Plot Summary: ,"action, historical, martial-arts",2018,Completed,"Souten no Ken 2, Fist of the Blue Sky: Re:Genesis, 蒼天の拳 RE:GENESIS",12
Souten no Ken: Regenesis 2nd Season,https://gogocdn.net/cover/souten-no-ken-regenesis-2nd-season.png,Plot Summary: ,"action, historical, martial-arts",2018,Completed,"Fist of the Blue Sky: Regenesis 2nd Season, 蒼天の拳 REGENESIS 第2期",12
Space Adventure Cobra,https://gogocdn.net/cover/space-adventure-cobra.png,Plot Summary: ,"action, adult-cast, adventure, sci-fi, space",1982,Completed,Space Adventure Cobra: The Movie,1
Space Adventure Cobra (Dub),https://gogocdn.net/cover/space-adventure-cobra-dub.png,Plot Summary: ,"action, adventure, sci-fi, space",1982,Completed,SPACE ADVENTURE コブラ,1
Space Battleship Yamato (Dub),https://gogocdn.net/cover/space-battleship-yamato-dub.png,Plot Summary: ,"action, adventure, drama, military, sci-fi, space",1974,Completed,"Star Blazers: The Quest for Iscandar, Uchuu Senkan Yamato, 宇宙戦艦ヤマト",26
Space Battleship Yamato 2 (Dub),https://gogocdn.net/cover/space-battleship-yamato-2-dub.png,Plot Summary: ,"action, adventure, drama, military, sci-fi, space",1978,Completed,"Star Blazers: The Comet Empire, Uchuu Senkan Yamato 2, 宇宙戦艦ヤマト2",26
Space Battleship Yamato 3 (Dub),https://gogocdn.net/cover/space-battleship-yamato-3-dub.png,Plot Summary: ,"action, adventure, drama, military, sci-fi, space",1980,Completed,"Uchuu Senkan Yamato III, Star Blazers: The Bolar Wars, 宇宙戦艦ヤマトⅢ",25
Space Bug,https://gogocdn.net/cover/space-bug.png,Plot Summary: ,"adventure, space",2018,Completed,スペースバグ,26
Space Cobra,https://gogocdn.net/cover/space-cobra.png,Plot Summary: ,"action, adventure, sci-fi, space",1982,Completed,"Space Adventure Cobra, スペースコブラ",31
Space Cobra Pilot (Dub),https://gogocdn.net/cover/space-cobra-pilot-dub.png,Plot Summary: ,"action, adventure, sci-fi, space",1981,Completed,スペースコブラ,1
Space Dandy,https://gogocdn.net/images/Space-Dandy.jpg,Plot Summary: ,"comedy, sci-fi, space",2014,Completed,"スペース☆ダンディ, Space☆Dandy",13
Space Dandy 2,https://gogocdn.net/images/summer/space_dandy-2.jpg,Plot Summary: ,"comedy, sci-fi, space",2014,Completed,"Space☆Dandy 2nd Season, スペース☆ダンディ 第2シリーズ",13
Space Fantasia 2001 Nights,https://gogocdn.net/cover/space-fantasia-2001-nights.png,Plot Summary: ,"drama, sci-fi, seinen, space",1987,Completed,スペース ファンタジア　２００１夜物語,1
Space Gundam V,https://gogocdn.net/cover/space-gundam-v.png,Plot Summary: ,"action, comedy, mecha",1983,Completed,스페이스 간담브이,1
Space Pirate Captain Harlock,https://gogocdn.net/images/anime/S/space-pirate-captain-harlock.jpg,Plot Summary: ,"action, adventure, drama, sci-fi, seinen, space",1978,Completed,"Uchuu Kaizoku Captain Herlock, 宇宙海賊・キャプテンハーロック",42
Space Pirate Captain Harlock 2013,https://gogocdn.net/images/8.jpg,Plot Summary: ,"action, drama, sci-fi, space",2013,Completed,キャプテンハーロック,1
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,https://gogocdn.net/cover/space-pirate-captain-herlock-outside-legend-the-endless-odyssey.png,Plot Summary: ,"action, adventure, drama, sci-fi, seinen, space",2002,Completed,"Space Pirate Captain Herlock: The Endless Odyssey, SPACE PIRATE CAPTAIN HERLOCK OUTSIDE LEGEND ~The Endless Odyssey~",13
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey (Dub),https://gogocdn.net/cover/space-pirate-captain-herlock-outside-legend-the-endless-odyssey-dub.png,Plot Summary: ,"action, adventure, drama, sci-fi, seinen, space",2002,Completed,"Space Pirate Captain Herlock: The Endless Odyssey, SPACE PIRATE CAPTAIN HERLOCK OUTSIDE LEGEND ~The Endless Odyssey~",13
Space Runaway Ideon Movie 1,https://gogocdn.net/images/anime/S/Space-Runaway-Ideon-Movie-1.jpg,Plot Summary: ,,0,Completed,,4
Space Runaway Ideon Movie 2,https://gogocdn.net/images/anime/S/Space-Runaway-Ideon-Movie-2.jpg,Plot Summary: ,"drama, mecha, sci-fi, space",1982,Completed,"Densetsu Kyojin Ideon: Hatsudou-hen, The Ideon: Be Invoked, 伝説巨神イデオン 発動篇",1
Space Thunder Kids,https://gogocdn.net/cover/space-thunder-kids.png,Plot Summary: ,"action, mecha, sci-fi",1991,Completed,,1
Space☆Dandy (Dub),https://gogocdn.net/cover/spacedandy-dub.png,Plot Summary: ,"comedy, sci-fi, space",2014,Completed,"Space Dandy, スペース☆ダンディ",13
Space☆Dandy 2nd Season (Dub),https://gogocdn.net/cover/spacedandy-2nd-season-dub.png,Plot Summary: ,"comedy, sci-fi, space",2014,Completed,"Space Dandy 2, Space Dandy 2nd Season, スペース☆ダンディ 第2シリーズ",13
Spacy,https://gogocdn.net/cover/spacy.png,Plot Summary: ,avant-garde,1981,Completed,,1
Sparrow`s Hotel,https://gogocdn.net/images/anime/S/Sparrows-Hotel.jpg,Plot Summary: ,comedy,2013,Completed,スパロウズホテル,12
Spawn,https://gogocdn.net/images/anime/S/Spawn.jpg,Plot Summary: ,,0,Completed,,18
Special A,https://gogocdn.net/images/anime/S/Special-A.jpg,Plot Summary: ,"comedy, romance, school, shoujo",2008,Completed,"Special A (S.A), スペシャル・エー",24
Special A (Dub),https://gogocdn.net/cover/special-a-dub.png,Plot Summary: ,"comedy, romance, school, shoujo",2008,Completed,"Special A (S.A), スペシャル・エー",24
Special Kid Factory,https://gogocdn.net/cover/special-kid-factory.png,Plot Summary: ,"mystery, sci-fi",0,Upcoming,スペシャルキッド・ファクトリー,0
Spectral Force,https://gogocdn.net/cover/spectral-force.png,Plot Summary: ,"fantasy, mythology",1998,Completed,スペクトラルフォース,2
Spectral Force (Dub),https://gogocdn.net/cover/spectral-force-dub.png,Plot Summary: ,"fantasy, mythology",1998,Completed,スペクトラルフォース,2
Spectral Force Chronicle Divergence,https://gogocdn.net/cover/spectral-force-chronicle-divergence.png,Plot Summary: ,fantasy,2005,Completed,スペクトラルフォース クロニクル ディバージェンス,1
Speed Grapher,https://gogocdn.net/cover/speed-grapher.png,Plot Summary: ,"action, mystery, super-power",2005,Completed,スピードグラファー,24
Speed Grapher (Dub),https://gogocdn.net/cover/speed-grapher-dub.png,Plot Summary: ,"action, mystery, super-power",2005,Completed,スピードグラファー,24
Spice and Wolf,https://gogocdn.net/images/anime/S/Spice-and-Wolf.jpg,Plot Summary: ,"adventure, fantasy, romance",2008,Completed,狼と香辛料,13
Spice and Wolf (Dub),https://gogocdn.net/cover/spice-and-wolf-dub.png,Plot Summary: ,"adventure, fantasy, romance",2008,Completed,狼と香辛料,13
Spice and Wolf 2,https://gogocdn.net/images/anime/S/Spice-and-Wolf-2.jpg,Plot Summary: ,"adventure, fantasy, romance",2009,Completed,"Ookami to Koushinryou II, 狼と香辛料II",12
Spice and Wolf 2 Special,https://gogocdn.net/images/anime/S/Spice-and-Wolf-2.jpg,Plot Summary: ,"adventure, fantasy, romance",2009,Completed,"Ookami to Koushinryou II Specials, 狼と香辛料II",2
Spice and Wolf II (Dub),https://gogocdn.net/cover/spice-and-wolf-ii-dub.png,Plot Summary: ,"adventure, fantasy, romance",2009,Completed,"Ookami to Koushinryou II, 狼と香辛料II",12
Spider Riders,https://gogocdn.net/cover/spider-riders.png,Plot Summary: ,"action, adventure, mecha",2006,Completed,"Spider Riders: Oracle no Yuusha-tachi, スパイダーライダーズ ～オラクルの勇者たち～",52
Spider Riders (Dub),https://gogocdn.net/cover/spider-riders-dub.png,Plot Summary: ,"action, adventure, mecha",2006,Completed,"Spider Riders: Oracle no Yuusha-tachi, スパイダーライダーズ ～オラクルの勇者たち～",26
Spider Riders: Resurrected Sun (Dub),https://gogocdn.net/cover/spider-riders-resurrected-sun-dub.png,Plot Summary: ,"action, adventure, mecha",2007,Completed,"Spider Riders: Yomigaeru Taiyou, スパイダーライダーズ ～よみがえる太陽～",26
Spiral Zone (Dub),https://gogocdn.net/cover/spiral-zone-dub.png,Plot Summary: ,"action, mecha, military",1987,Completed,,65
Spiral: Suiri no Kizuna,https://gogocdn.net/images/anime/S/Spiral.jpg,Plot Summary: ,"comedy, drama, mystery",2002,Completed,"Spiral: Bond of Reasoning, スパイラル -推理の絆-",25
Spiral: Suiri no Kizuna (Dub),https://gogocdn.net/cover/spiral-suiri-no-kizuna-dub.png,Plot Summary: ,"drama, mystery, shounen",2002,Completed,"Spiral: Bond of Reasoning, スパイラル -推理の絆-",25
Spirit Master,https://gogocdn.net/cover/spirit-master.png,Plot Summary: ,"action, adventure, comic, romance",2023,Ongoing,驭灵师,55
Spirit of Wonder: China-san no Yuuutsu,https://gogocdn.net/cover/spirit-of-wonder-china-san-no-yuuutsu.png,Plot Summary: ,"romance, sci-fi, seinen",1992,Completed,"China-san no Yutsu ~ The Spirit of Wonder, Spirit of Wonder: Miss China's Ring, Spirit of Wonder: Miss China's Melancholy, ザスピリットオブワンダー - チャイナさんの憂鬱",1
Spirit of Wonder: China-san no Yuuutsu (Dub),https://gogocdn.net/cover/spirit-of-wonder-china-san-no-yuuutsu-dub.png,Plot Summary: ,"romance, sci-fi, seinen",1992,Completed,"Spirit of Wonder: Miss China's Melancholy, ザスピリットオブワンダー - チャイナさんの憂鬱",1
Spirit of Wonder: China-san Tanpenshuu,https://gogocdn.net/cover/spirit-of-wonder-china-san-tanpenshuu.png,Plot Summary: ,"comedy, sci-fi, seinen",2001,Completed,"Spirit of Wonder: China-san Short Stories, チャイナさん 短編集",3
Spirit of Wonder: China-san Tanpenshuu (Dub),https://gogocdn.net/cover/spirit-of-wonder-china-san-tanpenshuu-dub.png,Plot Summary: ,"comedy, sci-fi, seinen",2001,Completed,"Spirit of Wonder: China-san Short Stories, チャイナさん 短編集",2
Spirit of Wonder: Shounen Kagaku Club,https://gogocdn.net/cover/spirit-of-wonder-shounen-kagaku-club.png,Plot Summary: ,"drama, sci-fi, seinen, space",2001,Completed,"Spirit of Wonder: Scientific Boys Club, ザスピリットオブワンダー : 少年科學倶楽部",1
Spirit of Wonder: Shounen Kagaku Club (Dub),https://gogocdn.net/cover/spirit-of-wonder-shounen-kagaku-club-dub.png,Plot Summary: ,"drama, sci-fi, seinen, space",2001,Completed,"Spirit of Wonder: Scientific Boys Club, ザスピリットオブワンダー : 少年科學倶楽部",1
Spirited Away (Dub),https://gogocdn.net/cover/spirited-away-dub.png,Plot Summary: ,"adventure, drama, supernatural",2001,Completed,"Sen to Chihiro no Kamikakushi, 千と千尋の神隠し",1
Spiritpact,https://gogocdn.net/cover/spiritpact.png,Plot Summary: ,"action, shounen-ai, supernatural",2017,Completed,Spirit Pact,10
Spiritpact S2,https://gogocdn.net/cover/spiritpact-s2.png,Plot Summary: ,"action, comedy, magic, shounen-ai, supernatural",0,Completed,Spirit Pact: Yomi no Chigiri,12
"Splendid Rebirth: Good Morning, Mrs.Fu",https://gogocdn.net/cover/splendid-rebirth-good-morning-mrs-fu.png,Plot Summary: ,romance,2020,Completed,,22
Spoon Oba-san,https://gogocdn.net/cover/spoon-oba-san.png,Plot Summary: ,"kids, magic",1983,Completed,"Mrs. Pepperpot, Old-Lady Spoon, Spoon Obasan, スプーンおばさん",130
Spoon Oba-san (Dub),https://gogocdn.net/cover/spoon-oba-san-dub.png,Plot Summary: ,"kids, magic",1983,Completed,スプーンおばさん,130
Spriggan,https://gogocdn.net/images/anime/S/Spriggan.jpg,Plot Summary: ,"adventure, military, sci-fi, shounen",1998,Completed,スプリガン,1
Spriggan (Dub),https://gogocdn.net/cover/spriggan-dub.png,Plot Summary: ,"adventure, military, sci-fi, shounen",1998,Completed,Spriggan,1
Spriggan (ONA),https://gogocdn.net/cover/spriggan-ona.png,Plot Summary: ,"action, adventure, military, sci-fi, shounen",2022,Completed,スプリガン,6
Spriggan (ONA) (Dub),https://gogocdn.net/cover/spriggan-ona-dub.png,Plot Summary: ,"action, adventure, military, sci-fi, shounen",2022,Completed,スプリガン,6
Sprite: Between Two Worlds,https://gogocdn.net/cover/sprite-between-two-worlds.png,Plot Summary: ,"comedy, ecchi, romance, school",1997,Completed,"Manami & Nami Sprite, 真奈美＆ナミ スプライト",2
Sprite: Between Two Worlds (Dub),https://gogocdn.net/cover/sprite-between-two-worlds-dub.png,Plot Summary: ,"comedy, ecchi, romance, school",1997,Completed,"Manami & Nami Sprite, 真奈美＆ナミ スプライト",2
Spy Kyoushitsu,https://gogocdn.net/cover/spy-kyoushitsu-1672332673.png,Plot Summary: ,"action, comedy, harem, mystery, romance",2023,Completed,Spy Room; Spy Classroom; スパイ教室,12
Spy Kyoushitsu 2nd Season,https://gogocdn.net/cover/spy-kyoushitsu-2nd-season.png,Plot Summary: ,"action, fantasy, mystery",2023,Completed,"スパイ教室 
                           スパイきょうしつ 
                           間諜教室 
                           Spy Kyōshitsu 2nd Season 
                           Spy Room 2nd Season 
                           Spy Room Season 2 
                           Spy Classroom 2nd Season 
                           Spy Classroom Season 2",12
Spy x Family,https://gogocdn.net/cover/spy-x-family.png,Plot Summary: ,"action, childcare, comedy, shounen",2022,Completed,SPY×FAMILY,12
Spy x Family (Dub),https://gogocdn.net/cover/spy-x-family-dub.png,Plot Summary: ,"action, comedy, shounen",2022,Completed,SPY×FAMILY,12
Spy x Family Movie: Code: White,https://gogocdn.net/cover/spy-x-family-movie-code-white-1722519917.png,Plot Summary: ,"action, childcare, comedy, shounen",2023,Completed,SPY×FAMILY CODE: White,1
Spy x Family Movie: Code: White (Dub),https://gogocdn.net/cover/spy-x-family-movie-code-white-dub.png,Plot Summary: ,"action, childcare, comedy, shounen",2023,Completed,SPY×FAMILY CODE: White,1
Spy x Family Part 2,https://gogocdn.net/cover/spy-x-family-part-2-1664394580.png,Plot Summary: ,"action, childcare, comedy, shounen",2022,Completed,SPY×FAMILY,13
Spy x Family Part 2 (Dub),https://gogocdn.net/cover/spy-x-family-part-2-dub.png,Plot Summary: ,"action, childcare, comedy, dub, shounen",2022,Completed,SPY×FAMILY,13
